drain TotalCurrent(IdVg_VdLin_n5_des) X,drain TotalCurrent(IdVg_VdLin_n5_des) Y,drain TotalCurrent(IdVg_VdLin_n17_des) X,drain TotalCurrent(IdVg_VdLin_n17_des) Y,drain TotalCurrent(IdVg_VdLin_n21_des) X,drain TotalCurrent(IdVg_VdLin_n21_des) Y,drain TotalCurrent(IdVg_VdLin_n25_des) X,drain TotalCurrent(IdVg_VdLin_n25_des) Y,drain TotalCurrent(IdVg_VdLin_n29_des) X,drain TotalCurrent(IdVg_VdLin_n29_des) Y,drain TotalCurrent(IdVg_VdLin_n35_des) X,drain TotalCurrent(IdVg_VdLin_n35_des) Y,drain TotalCurrent(IdVg_VdLin_n36_des) X,drain TotalCurrent(IdVg_VdLin_n36_des) Y,drain TotalCurrent(IdVg_VdLin_n37_des) X,drain TotalCurrent(IdVg_VdLin_n37_des) Y,drain TotalCurrent(IdVg_VdLin_n38_des) X,drain TotalCurrent(IdVg_VdLin_n38_des) Y,drain TotalCurrent(IdVg_VdLin_n39_des) X,drain TotalCurrent(IdVg_VdLin_n39_des) Y,drain TotalCurrent(IdVg_VdLin_n76_des) X,drain TotalCurrent(IdVg_VdLin_n76_des) Y,drain TotalCurrent(IdVg_VdLin_n77_des) X,drain TotalCurrent(IdVg_VdLin_n77_des) Y,drain TotalCurrent(IdVg_VdLin_n78_des) X,drain TotalCurrent(IdVg_VdLin_n78_des) Y,drain TotalCurrent(IdVg_VdLin_n79_des) X,drain TotalCurrent(IdVg_VdLin_n79_des) Y,drain TotalCurrent(IdVg_VdLin_n80_des) X,drain TotalCurrent(IdVg_VdLin_n80_des) Y,drain TotalCurrent(IdVg_VdLin_n83_des) X,drain TotalCurrent(IdVg_VdLin_n83_des) Y,drain TotalCurrent(IdVg_VdLin_n84_des) X,drain TotalCurrent(IdVg_VdLin_n84_des) Y,drain TotalCurrent(IdVg_VdLin_n85_des) X,drain TotalCurrent(IdVg_VdLin_n85_des) Y,drain TotalCurrent(IdVg_VdLin_n86_des) X,drain TotalCurrent(IdVg_VdLin_n86_des) Y,drain TotalCurrent(IdVg_VdLin_n87_des) X,drain TotalCurrent(IdVg_VdLin_n87_des) Y
-0.4,2.1793664e-13,-0.6,1.9097947e-13,-0.8,3.7549323e-14,-1,3.5349355e-14,-1.2,2.4233111e-14,-0.4,2.1662258e-13,-0.6,1.9148541e-13,-0.8,3.9114133e-14,-1,3.4604578e-14,-1.2,2.4858952e-14,-0.4,1.8509866e-13,-0.6,1.3228701e-13,-0.8,2.6542884e-14,-1,1.1287434e-14,-1.2,8.4077869e-15,-0.4,1.8560837e-13,-0.6,1.3085159e-13,-0.8,2.4556282e-14,-1,1.1885394e-14,-1.2,9.3749487e-15
-0.38,1.400036e-13,-0.57,2.0776043e-13,-0.76,4.6611951e-14,-0.95,3.7238049e-14,-1.14,2.6613216e-14,-0.38,1.3660043e-13,-0.57,2.0848017e-13,-0.76,4.70365e-14,-0.95,3.7926174e-14,-1.14,2.8233142e-14,-0.38,1.1921262e-13,-0.57,1.4718583e-13,-0.76,3.3607218e-14,-0.95,1.5150131e-14,-1.14,9.3065062e-15,-0.38,1.1697934e-13,-0.57,1.4687541e-13,-0.76,3.4305788e-14,-0.95,1.3314025e-14,-1.14,9.8503911e-15
-0.36,8.4891317e-14,-0.54,2.3143371e-13,-0.72,6.7707646e-14,-0.9,3.8809247e-14,-1.08,3.0930433e-14,-0.36,8.014595e-14,-0.54,2.3214314e-13,-0.72,6.8104723e-14,-0.9,3.8578304e-14,-1.08,3.0409414e-14,-0.36,6.9875201e-14,-0.54,1.672186e-13,-0.72,4.1769656e-14,-0.9,1.4144504e-14,-1.08,1.0244521e-14,-0.36,6.9799118e-14,-0.54,1.685206e-13,-0.72,4.4424751e-14,-0.9,1.5978054e-14,-1.08,1.0004199e-14
-0.34,5.3776754e-14,-0.51,2.7120283e-13,-0.68,9.8962572e-14,-0.85,3.7331492e-14,-1.02,3.395675e-14,-0.34,4.5924015e-14,-0.51,2.7214468e-13,-0.68,9.9164477e-14,-0.85,3.7742712e-14,-1.02,3.488488e-14,-0.34,4.102839e-14,-0.51,1.9895814e-13,-0.68,5.6652613e-14,-0.85,1.7392238e-14,-1.02,1.2004417e-14,-0.34,3.8859722e-14,-0.51,1.9817731e-13,-0.68,5.5849409e-14,-0.85,1.6441507e-14,-1.02,1.0531605e-14
-0.32,4.525589e-14,-0.48,3.37966e-13,-0.64,1.3583389e-13,-0.8,3.7442343e-14,-0.96,3.7568791e-14,-0.32,2.6528222e-14,-0.48,3.3766034e-13,-0.64,1.3651036e-13,-0.8,3.8168034e-14,-0.96,3.8044469e-14,-0.32,2.5243337e-14,-0.48,2.3717197e-13,-0.64,7.5471966e-14,-0.8,2.0418291e-14,-0.96,1.2203648e-14,-0.32,2.1125093e-14,-0.48,2.3700252e-13,-0.64,7.3502893e-14,-0.8,1.9413231e-14,-0.96,1.1962199e-14
-0.3,5.6534279e-14,-0.45,4.2619699e-13,-0.6,1.7159727e-13,-0.75,4.7699712e-14,-0.9,3.8374197e-14,-0.3,1.9053837e-14,-0.45,4.2538721e-13,-0.6,1.71728e-13,-0.75,4.7719607e-14,-0.9,3.9068735e-14,-0.3,1.9254413e-14,-0.45,2.7711274e-13,-0.6,9.667701e-14,-0.75,2.7213506e-14,-0.9,1.4930313e-14,-0.3,1.1138571e-14,-0.45,2.7502592e-13,-0.6,9.636837e-14,-0.75,2.8256371e-14,-0.9,1.4291e-14
-0.28,9.9085396e-14,-0.42,5.1024432e-13,-0.56,1.9408124e-13,-0.7,7.7108464e-14,-0.84,3.7802868e-14,-0.28,2.0463417e-14,-0.42,5.0999954e-13,-0.56,1.9443005e-13,-0.7,7.5324654e-14,-0.84,3.8003842e-14,-0.28,2.6277693e-14,-0.42,3.2386315e-13,-0.56,1.1835127e-13,-0.7,4.1494257e-14,-0.84,1.7361383e-14,-0.28,9.8977598e-15,-0.42,3.22873e-13,-0.56,1.1687379e-13,-0.7,3.9767004e-14,-0.84,1.892566e-14
-0.26,1.975024e-13,-0.39,5.6234302e-13,-0.52,2.2159489e-13,-0.65,1.1959715e-13,-0.78,4.0371669e-14,-0.26,3.3929708e-14,-0.39,5.6273159e-13,-0.52,2.2075332e-13,-0.65,1.2014336e-13,-0.78,3.9885757e-14,-0.26,4.9218356e-14,-0.39,3.871825e-13,-0.52,1.3270055e-13,-0.65,5.6634619e-14,-0.78,2.2254691e-14,-0.26,1.004349e-14,-0.39,3.8685558e-13,-0.52,1.3461264e-13,-0.65,5.6674686e-14,-0.78,2.1607444e-14
-0.24,4.0768467e-13,-0.36,5.4654351e-13,-0.48,2.7053399e-13,-0.6,1.6565435e-13,-0.72,6.1901424e-14,-0.24,6.584664e-14,-0.36,5.4617517e-13,-0.48,2.7032425e-13,-0.6,1.6711578e-13,-0.72,6.2746128e-14,-0.24,9.7740879e-14,-0.36,4.5793082e-13,-0.48,1.5723345e-13,-0.6,7.9948055e-14,-0.72,3.0155406e-14,-0.24,1.554055e-14,-0.36,4.5722374e-13,-0.48,1.563294e-13,-0.6,8.0765558e-14,-0.72,3.0352881e-14
-0.22,8.4510086e-13,-0.33,4.1273012e-13,-0.44,3.6433199e-13,-0.55,1.9474276e-13,-0.66,1.1027994e-13,-0.22,1.3536183e-13,-0.33,4.1279566e-13,-0.44,3.6402167e-13,-0.55,1.957963e-13,-0.66,1.0908564e-13,-0.22,1.9981778e-13,-0.33,5.1381272e-13,-0.44,1.9277072e-13,-0.55,1.0828991e-13,-0.66,4.885493e-14,-0.22,3.3455167e-14,-0.33,5.1250446e-13,-0.44,1.9440442e-13,-0.55,1.094057e-13,-0.66,4.8913169e-14
-0.2,1.7480027e-12,-0.3,2.4026734e-13,-0.4,4.7865025e-13,-0.5,2.3456929e-13,-0.6,1.6564395e-13,-0.2,2.7876972e-13,-0.3,2.3779573e-13,-0.4,4.7807606e-13,-0.5,2.3339666e-13,-0.6,1.6592713e-13,-0.2,4.0557746e-13,-0.3,5.3734387e-13,-0.4,2.4534635e-13,-0.5,1.2953847e-13,-0.6,7.683953e-14,-0.2,6.3108999e-14,-0.3,5.3833903e-13,-0.4,2.4422308e-13,-0.5,1.3073165e-13,-0.6,7.6396646e-14
-0.18,3.5835465e-12,-0.27,1.218938e-13,-0.36,5.5261194e-13,-0.45,3.201591e-13,-0.54,2.0211355e-13,-0.18,5.6490313e-13,-0.27,1.1307403e-13,-0.36,5.5354518e-13,-0.45,3.2006299e-13,-0.54,2.012662e-13,-0.18,8.1776075e-13,-0.27,4.8954745e-13,-0.36,3.0067563e-13,-0.45,1.5908948e-13,-0.54,1.0973812e-13,-0.18,1.2523333e-13,-0.27,4.889787e-13,-0.36,3.0035755e-13,-0.45,1.5730359e-13,-0.54,1.0833876e-13
-0.16,7.2686783e-12,-0.24,7.041566e-14,-0.32,5.0924995e-13,-0.4,4.5929823e-13,-0.48,2.5901549e-13,-0.16,1.1397199e-12,-0.24,4.8660276e-14,-0.32,5.0887296e-13,-0.4,4.5916303e-13,-0.48,2.5954418e-13,-0.16,1.6302176e-12,-0.24,3.379418e-13,-0.32,3.8025362e-13,-0.4,2.0670236e-13,-0.48,1.384766e-13,-0.16,2.4709365e-13,-0.24,3.3910001e-13,-0.32,3.7867604e-13,-0.4,2.0593232e-13,-0.48,1.3814201e-13
-0.14,1.475385e-11,-0.21,9.3905295e-14,-0.28,2.9168323e-13,-0.35,5.5401813e-13,-0.42,4.0094334e-13,-0.14,2.3129516e-12,-0.21,2.8670758e-14,-0.28,2.897241e-13,-0.35,5.5325608e-13,-0.42,4.0091536e-13,-0.14,3.2260837e-12,-0.21,1.8524115e-13,-0.28,4.7637824e-13,-0.35,2.7589272e-13,-0.42,1.7598961e-13,-0.14,4.8978021e-13,-0.21,1.8419061e-13,-0.28,4.7829806e-13,-0.35,2.7253306e-13,-0.42,1.7726507e-13
-0.12,3.0341715e-11,-0.18,2.4412958e-13,-0.24,1.2084076e-13,-0.3,4.4769317e-13,-0.36,5.4542334e-13,-0.12,4.7647684e-12,-0.18,4.2608323e-14,-0.24,1.1227306e-13,-0.3,4.4651618e-13,-0.36,5.4560718e-13,-0.12,6.4537796e-12,-0.18,8.7672695e-14,-0.24,5.4472457e-13,-0.3,3.5946332e-13,-0.36,2.5205136e-13,-0.12,9.7961497e-13,-0.18,8.4683175e-14,-0.24,5.4607214e-13,-0.3,3.6126414e-13,-0.36,2.4950384e-13
-0.1,6.3121044e-11,-0.15,7.268582e-13,-0.2,7.5407099e-14,-0.25,1.778883e-13,-0.3,4.5334091e-13,-0.1,9.9176673e-12,-0.15,1.1786343e-13,-0.2,3.7824389e-14,-0.25,1.7292256e-13,-0.3,4.5259104e-13,-0.1,1.3139663e-11,-0.15,5.0651123e-14,-0.2,5.2060224e-13,-0.25,4.8015666e-13,-0.3,3.4447788e-13,-0.1,1.9947257e-12,-0.15,3.5831468e-14,-0.2,5.2208999e-13,-0.25,4.8033958e-13,-0.3,3.4673605e-13
-0.08,1.3203697e-10,-0.12,2.2035498e-12,-0.16,2.0384092e-13,-0.2,7.3138166e-14,-0.24,1.421265e-13,-0.08,2.0747966e-11,-0.12,3.5419482e-13,-0.16,3.8828836e-14,-0.2,4.4080704e-14,-0.24,1.3653108e-13,-0.08,2.7056362e-11,-0.12,5.5756319e-14,-0.16,3.1576333e-13,-0.2,5.4273986e-13,-0.24,4.8868319e-13,-0.08,4.1066645e-12,-0.12,1.9059376e-14,-0.16,3.1510838e-13,-0.2,5.4152197e-13,-0.24,4.9056733e-13
-0.06,2.7674432e-10,-0.09,6.6165253e-12,-0.12,8.6864844e-13,-0.15,2.2415502e-13,-0.18,8.9917721e-14,-0.06,4.3480784e-11,-0.09,1.0572111e-12,-0.12,1.4139968e-13,-0.15,3.9996925e-14,-0.18,3.0965021e-14,-0.06,5.600755e-11,-0.09,1.349829e-13,-0.12,1.2770643e-13,-0.15,4.1109195e-13,-0.18,5.4466354e-13,-0.06,8.4939559e-12,-0.09,2.54142e-14,-0.12,1.2493593e-13,-0.15,4.0988245e-13,-0.18,5.4555838e-13
-0.04,5.8057275e-10,-0.06,1.9516814e-11,-0.08,3.8130178e-12,-0.1,1.3959599e-12,-0.12,6.563272e-13,-0.04,9.1165706e-11,-0.06,3.0920281e-12,-0.08,6.1343835e-13,-0.1,2.2644523e-13,-0.12,1.0699135e-13,-0.04,1.1619948e-10,-0.06,4.0102264e-13,-0.08,5.9939637e-14,-0.1,1.4913041e-13,-0.12,2.8219344e-13,-0.04,1.7609319e-11,-0.06,6.6247405e-14,-0.08,3.852195e-14,-0.1,1.4315444e-13,-0.12,2.8111864e-13
-0.02,1.2186239e-09,-0.03,5.7819138e-11,-0.04,1.6372826e-11,-0.05,8.7984503e-12,-0.06,6.0223729e-12,-0.02,1.9118685e-10,-0.03,9.174186e-12,-0.04,2.6035637e-12,-0.05,1.4062548e-12,-0.06,9.6558118e-13,-0.02,2.4137695e-10,-0.03,1.1933009e-12,-0.04,1.096817e-13,-0.05,6.0016332e-14,-0.06,7.3337842e-14,-0.02,3.6537002e-11,-0.03,1.9046019e-13,-0.04,2.3621491e-14,-0.05,3.6280083e-14,-0.06,6.076975e-14
4.4408921e-16,2.5588027e-09,6.6613381e-16,1.751369e-10,8.8817842e-16,6.9869307e-11,8.8817842e-16,5.384069e-11,1.3322676e-15,5.31225e-11,4.4408921e-16,4.0116627e-10,6.6613381e-16,2.7835141e-11,8.8817842e-16,1.1115959e-11,8.8817842e-16,8.5670287e-12,1.3322676e-15,8.4535993e-12,4.4408921e-16,5.018323e-10,6.6613381e-16,3.5222624e-12,8.8817842e-16,4.4232883e-13,8.8817842e-16,1.8999295e-13,1.3322676e-15,1.4735172e-13,4.4408921e-16,7.5843004e-11,6.6613381e-16,5.5620946e-13,8.8817842e-16,7.2302292e-14,8.8817842e-16,3.6221022e-14,1.3322676e-15,2.8427745e-14
0.02,5.3754719e-09,0.03,5.3542509e-10,0.04,3.0817777e-10,0.05,3.4367431e-10,0.06,4.9235381e-10,0.02,8.4252619e-10,0.03,8.5109945e-11,0.04,4.9119392e-11,0.05,5.4821396e-11,0.06,7.8548153e-11,0.02,1.0441332e-09,0.03,1.0214942e-11,0.04,1.9342778e-12,0.05,1.1743499e-12,0.06,1.2964322e-12,0.02,1.5762064e-10,0.03,1.5973071e-12,0.04,3.1110689e-13,0.05,1.887153e-13,0.06,2.0714387e-13
0.04,1.1297368e-08,0.06,1.6409219e-09,0.08,1.3743863e-09,0.1,2.2310671e-09,0.12,4.651885e-09,0.04,1.7706561e-09,0.06,2.6063986e-10,0.08,2.1894821e-10,0.1,3.5566333e-10,0.12,7.4179463e-10,0.04,2.1741685e-09,0.06,2.987697e-11,0.08,8.2607061e-12,0.1,7.3009097e-12,0.12,1.1566259e-11,0.04,3.2805741e-10,0.06,4.6766616e-12,0.08,1.3071377e-12,0.1,1.1610931e-12,0.12,1.8336926e-12
0.06,2.3749712e-08,0.09,5.0331195e-09,0.12,6.1422154e-09,0.15,1.4519589e-08,0.18,4.4077105e-08,0.06,3.7217939e-09,0.09,7.9937325e-10,0.12,9.7853839e-10,0.15,2.3165689e-09,0.18,7.0357729e-09,0.06,4.5301815e-09,0.09,8.959816e-11,0.12,3.4794008e-11,0.15,4.4392984e-11,0.18,1.0238318e-10,0.06,6.8344497e-10,0.09,1.4046181e-11,0.12,5.4887413e-12,0.15,7.029462e-12,0.18,1.6257539e-11
0.08,4.9931575e-08,0.12,1.5450413e-08,0.16,2.7483064e-08,0.2,9.4602862e-08,0.24,4.1659423e-07,0.08,7.8216181e-09,0.12,2.4549205e-09,0.16,4.3813911e-09,0.2,1.5101825e-08,0.24,6.6620168e-08,0.08,9.4438473e-09,0.12,2.7180871e-10,0.16,1.5073573e-10,0.2,2.8072692e-10,0.24,9.5474593e-10,0.08,1.424236e-09,0.12,4.2584624e-11,0.16,2.3838472e-11,0.2,4.4542766e-11,0.24,1.5159281e-10
0.1,1.0495252e-07,0.15,4.7449893e-08,0.2,1.2299256e-07,0.25,6.1303022e-07,0.3,3.754928e-06,0.1,1.6434265e-08,0.15,7.5399023e-09,0.2,1.961362e-08,0.25,9.8112403e-08,0.3,6.0640703e-07,0.1,1.9693574e-08,0.15,8.273984e-10,0.2,6.6673097e-10,0.25,1.8143221e-09,0.3,9.0090349e-09,0.1,2.9682819e-09,0.15,1.2946733e-10,0.2,1.0537512e-10,0.25,2.8775147e-10,0.3,1.4317792e-09
0.12,2.2037793e-07,0.18,1.4567113e-07,0.24,5.479728e-07,0.3,3.8050609e-06,0.36,2.5235488e-05,0.12,3.4512841e-08,0.18,2.3150435e-08,0.24,8.7564136e-08,0.3,6.1443755e-07,0.36,4.2424982e-06,0.12,4.107326e-08,0.18,2.5226294e-09,0.24,2.9653751e-09,0.3,1.177413e-08,0.36,8.5209396e-08,0.12,6.188438e-09,0.18,3.9465422e-10,0.24,4.6869327e-10,0.3,1.8689312e-09,0.36,1.3558487e-08
0.14,4.6155713e-07,0.21,4.4583192e-07,0.28,2.3857825e-06,0.35,1.9326249e-05,0.42,8.6942041e-05,0.14,7.2347404e-08,0.21,7.0949685e-08,0.28,3.8335838e-07,0.35,3.2184247e-06,0.42,1.5657449e-05,0.14,8.5640385e-08,0.21,7.6997665e-09,0.28,1.3212582e-08,0.35,7.6519372e-08,0.42,7.9831603e-07,0.14,1.2905983e-08,0.21,1.2047611e-09,0.28,2.0891633e-09,0.35,1.2157234e-08,0.42,1.2757135e-07
0.16,9.6146823e-07,0.24,1.3505378e-06,0.32,9.5115529e-06,0.4,6.2716982e-05,0.48,0.0001628923,0.16,1.5094676e-07,0.24,2.1555502e-07,0.32,1.5532105e-06,0.4,1.1030398e-05,0.48,3.1348496e-05,0.16,1.7834065e-07,0.24,2.3519495e-08,0.32,5.8924839e-08,0.4,4.9484409e-07,0.48,6.7992203e-06,0.16,2.6898645e-08,0.24,3.6791094e-09,0.32,9.321099e-09,0.4,7.8853447e-08,0.48,1.1061988e-06
0.18,1.9792538e-06,0.27,3.966826e-06,0.36,3.0337698e-05,0.45,0.00012677932,0.54,0.00021645842,0.18,3.1175281e-07,0.27,6.3752955e-07,0.36,5.1292536e-06,0.45,2.3654872e-05,0.54,4.353278e-05,0.18,3.7031859e-07,0.27,7.1856142e-08,0.36,2.6232661e-07,0.45,3.0770466e-06,0.54,3.7502865e-05,0.18,5.5925566e-08,0.27,1.1243427e-08,0.36,4.156798e-08,0.45,4.9462795e-07,0.54,6.439495e-06
0.2,3.9862876e-06,0.3,1.0805365e-05,0.4,7.0288651e-05,0.5,0.00018401434,0.6,0.00024864599,0.2,6.3154121e-07,0.3,1.7639379e-06,0.4,1.2449522e-05,0.5,3.6040064e-05,0.6,5.1271214e-05,0.2,7.642698e-07,0.3,2.1919872e-07,0.4,1.1527693e-06,0.5,1.5878194e-05,0.6,0.00010362972,0.2,1.1566038e-07,0.3,3.4338676e-08,0.4,1.8333754e-07,0.5,2.6307637e-06,0.6,1.9108423e-05
0.22,7.7270756e-06,0.33,2.5638218e-05,0.44,0.00012143608,0.55,0.00022315637,0.66,0.00026886286,0.22,1.2369464e-06,0.33,4.298078e-06,0.44,2.2556582e-05,0.55,4.5116162e-05,0.66,5.6288326e-05,0.22,1.5575653e-06,0.33,6.6439571e-07,0.44,4.8010597e-06,0.55,5.3136873e-05,0.66,0.0001708389,0.22,2.3673455e-07,0.33,1.0429964e-07,0.44,7.723557e-07,0.55,9.2966387e-06,0.66,3.3443777e-05
0.24,1.4146981e-05,0.36,5.0879767e-05,0.48,0.00016892054,0.6,0.00024871116,0.72,0.00028261505,0.24,2.3009312e-06,0.36,8.824493e-06,0.48,3.2686323e-05,0.6,5.1285338e-05,0.72,5.9772581e-05,0.24,3.1029723e-06,0.36,1.97544e-06,0.48,1.6979576e-05,0.6,0.00011113894,0.72,0.0002163317,0.24,4.7526056e-07,0.36,3.1165547e-07,0.48,2.8104523e-06,0.6,2.0641554e-05,0.72,4.3914904e-05
0.26,2.4105095e-05,0.39,8.4774102e-05,0.52,0.0002051353,0.65,0.00026607507,0.78,0.00029261773,0.26,4.0020073e-06,0.39,1.5246098e-05,0.52,4.0899934e-05,0.65,5.558662e-05,0.78,6.2351786e-05,0.26,5.946263e-06,0.39,5.5819299e-06,0.52,4.4903847e-05,0.65,0.00016632625,0.78,0.00024497549,0.26,9.2253643e-07,0.39,8.9116802e-07,0.52,7.7677886e-06,0.65,3.245139e-05,0.78,5.0781994e-05
0.28,3.7973649e-05,0.42,0.0001218737,0.56,0.00023099189,0.7,0.00027856286,0.84,0.00030030765,0.28,6.4569142e-06,0.42,2.269975e-05,0.56,4.7009963e-05,0.7,5.8735557e-05,0.84,6.4358513e-05,0.28,1.0772535e-05,0.42,1.4161396e-05,0.56,8.7344357e-05,0.7,0.00020639415,0.84,0.00026394337,0.28,1.7021168e-06,0.42,2.3132567e-06,0.56,1.5866895e-05,0.7,4.159763e-05,0.84,5.5447243e-05
0.3,5.5452444e-05,0.45,0.00015642291,0.6,0.00024960294,0.75,0.00028799357,0.9,0.00030646624,0.3,9.6694182e-06,0.45,3.003146e-05,0.6,5.1520653e-05,0.75,6.1150596e-05,0.9,6.5980022e-05,0.3,1.8197396e-05,0.45,3.0581756e-05,0.6,0.00013326335,0.75,0.00023369278,0.9,0.00027738341,0.3,2.9426165e-06,0.45,5.1604991e-06,0.6,2.530647e-05,0.75,4.806553e-05,0.9,5.8815546e-05
0.32,7.5597536e-05,0.48,0.00018532496,0.64,0.00026338926,0.8,0.00029540267,0.96,0.00031153832,0.32,1.3515787e-05,0.48,3.6450875e-05,0.64,5.4928402e-05,0.8,6.307361e-05,0.96,6.7328926e-05,0.32,2.8517676e-05,0.48,5.5419147e-05,0.64,0.00017246677,0.8,0.00025274284,0.96,0.00028746738,0.32,4.7355705e-06,0.48,9.7065772e-06,0.64,3.3887301e-05,0.8,5.2689781e-05,0.96,6.1378042e-05
0.34,9.7064839e-05,0.51,0.00020830271,0.68,0.000274088,0.85,0.00030143767,1.02,0.00031581527,0.34,1.7769593e-05,0.51,4.1733515e-05,0.68,5.7604189e-05,0.85,6.4652467e-05,1.02,6.8475019e-05,0.34,4.1600839e-05,0.51,8.5983886e-05,0.68,0.00020237574,0.85,0.0002666528,1.02,0.00029536871,0.34,7.1017249e-06,0.51,1.5625739e-05,0.68,4.0724955e-05,0.85,5.6129769e-05,1.02,6.3406505e-05
0.36,0.0001184476,0.54,0.00022635553,0.72,0.0002826996,0.9,0.00030647673,1.08,0.0003194861,0.36,2.2160292e-05,0.54,4.5988223e-05,0.72,5.977595e-05,0.9,6.598072e-05,1.08,6.9464763e-05,0.36,5.6851368e-05,0.54,0.00011771487,0.72,0.00022464448,0.9,0.0002774169,1.08,0.00030176388,0.36,9.9783574e-06,0.54,2.2116154e-05,0.72,4.5959997e-05,0.9,5.8820715e-05,1.08,6.5064863e-05
0.38,0.00013872742,0.57,0.00024064869,0.76,0.00028968126,0.95,0.00031076475,1.14,0.00032268118,0.38,2.6447553e-05,0.57,4.9416122e-05,0.76,6.1571908e-05,0.95,6.7120405e-05,1.14,7.0330588e-05,0.38,7.3481212e-05,0.57,0.00014688861,0.76,0.00024145358,0.95,0.0002860051,1.14,0.00030707493,0.38,1.3232374e-05,0.57,2.8353746e-05,0.76,4.9986762e-05,0.95,6.0996626e-05,1.14,6.6454825e-05
0.4,0.00015727092,0.6,0.00025212637,0.8,0.00029546554,1,0.00031447218,1.2,0.00032548452,0.4,3.0465562e-05,0.6,5.2206372e-05,0.8,6.3076391e-05,1,6.8112993e-05,1.2,7.1094996e-05,0.4,9.0624572e-05,0.6,0.00017180001,0.8,0.00025443935,1,0.00029296638,1.2,0.00031157727,0.4,1.6693226e-05,0.6,3.3868436e-05,0.8,5.3147136e-05,1,6.2780621e-05,1.2,6.7643114e-05
0.42,0.00017381923,0.63,0.00026149451,0.84,0.00030037614,1.05,0.00031772537,1.26,0.00032796121,0.42,3.4129448e-05,0.63,5.4510578e-05,0.84,6.4361868e-05,1.05,6.8987698e-05,1.26,7.1774043e-05,0.42,0.00010748342,0.63,0.00019239076,0.84,0.00026475348,1.05,0.00029875459,1.26,0.00031546319,0.42,2.019328e-05,0.63,3.8544598e-05,0.84,5.569317e-05,1.05,6.4276961e-05,1.26,6.8674272e-05
0.44,0.00018839407,0.66,0.00026944176,0.88,0.00030461298,1.1,0.00032060623,1.32,0.00033013949,0.44,3.7415127e-05,0.66,5.6484074e-05,0.88,6.5477696e-05,1.1,6.9766446e-05,1.32,7.2379424e-05,0.44,0.00012357652,0.66,0.00020925385,0.88,0.00027352314,1.1,0.00030366729,1.32,0.00031884309,0.44,2.3604985e-05,0.66,4.2449851e-05,0.88,5.7857093e-05,1.1,6.5555974e-05,1.32,6.9579579e-05
0.46,0.00020115769,0.69,0.00027651867,0.92,0.00030831745,1.15,0.00032318074,1.38,0.00033204079,0.46,4.0335673e-05,0.69,5.8224578e-05,0.92,6.6459213e-05,1.15,7.0465072e-05,1.38,7.2919708e-05,0.46,0.00013859434,0.69,0.00022312562,0.92,0.00028118674,1.15,0.00030790698,1.38,0.00032181253,0.46,2.6844676e-05,0.69,4.5709887e-05,0.92,5.9749851e-05,1.15,6.6667215e-05,1.38,7.0381487e-05
0.48,0.00021232297,0.72,0.00028283046,0.96,0.00031158912,1.2,0.0003254904,1.44,0.00033372137,0.48,4.2922123e-05,0.72,5.9781738e-05,0.96,6.7332234e-05,1.2,7.1095506e-05,1.44,7.3400686e-05,0.48,0.00015241368,0.72,0.0002346485,0.96,0.00028760353,1.2,0.00031160641,1.44,0.00032443809,0.48,2.9867446e-05,0.72,4.8449028e-05,0.96,6.1385646e-05,1.2,6.7644685e-05,1.44,7.1096586e-05
0.5,0.00022209172,0.75,0.0002881854,1,0.00031451022,1.25,0.00032757396,1.5,0.00033519581,0.5,4.521201e-05,0.75,6.1159206e-05,1,6.8115716e-05,1.25,7.1666733e-05,1.5,7.3826468e-05,0.5,0.0001650143,0.75,0.00024431308,1,0.00029304986,1.25,0.00031487963,1.5,0.00032677826,0.5,3.2656728e-05,0.75,5.0772051e-05,1,6.2784936e-05,1.25,6.8513304e-05,1.5,7.1736906e-05
0.52,0.00023067293,0.78,0.0002928119,1.04,0.00031714232,1.3,0.00032945609,1.56,0.00033646984,0.52,4.7242723e-05,0.78,6.2359948e-05,1.04,6.8823568e-05,1.3,7.2185665e-05,1.56,7.420021e-05,0.52,0.00017643681,0.78,0.0002525257,1.04,0.00029774993,1.3,0.00031779359,1.56,0.00032887032,0.52,3.521348e-05,0.78,5.276296e-05,1.04,6.4000975e-05,1.3,6.9291593e-05,1.56,7.231242e-05
0.54,0.0002382556,0.81,0.000296876,1.08,0.00031952666,1.35,0.00033112502,1.62,0.00033756479,0.54,4.9049598e-05,0.81,6.3419953e-05,1.08,6.9467767e-05,1.35,7.2657662e-05,1.62,7.4523831e-05,0.54,0.00018677069,0.81,0.00025959649,1.08,0.0003018618,1.35,0.00032040158,1.62,0.00033074405,0.54,3.7548921e-05,0.81,5.4486694e-05,1.08,6.507055e-05,1.35,6.9993539e-05,1.62,7.2830825e-05
0.56,0.00024500502,0.84,0.00030048298,1.12,0.00032170052,1.4,0.00033262946,1.68,0.00033849027,0.56,5.0663512e-05,0.84,6.4365269e-05,1.12,7.0057072e-05,1.4,7.3086808e-05,1.68,7.4798984e-05,0.56,0.00019610919,0.84,0.00026577514,1.12,0.00030549572,1.4,0.00032274732,1.68,0.00033242445,0.56,3.96793e-05,0.84,5.6010097e-05,1.12,6.6021807e-05,1.4,7.0629961e-05,1.68,7.3297665e-05
